"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.line1","Input.line2","Input.line3","Input.line4","Input.line5","Input.type","Answer.Is the limerick written by a human?.label","Approve","Reject"
"34O39PNDK6Q3B5EC56YBN75AHL5RBT","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","31Q0U3WYDQXU38AZLXCI0YWNBHU710","A1J3NRLGFEIS5H","Submitted","Wed Dec 25 12:18:03 PST 2019","Wed Dec 25 12:25:17 PST 2019","Sat Dec 28 12:25:17 PST 2019","","","","434","0% (0/0)","0% (0/0)","0% (0/0)","There was a dear lady of Eden,","Who on apples was quite fond of feeding;","She gave one to Adam,","Who said, ""Thank you, Madam,""","And then both skedaddled from Eden.","HUMAN","1 - It is written by a human"
"34O39PNDK6Q3B5EC56YBN75AHL5RBT","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","35K3O9HUACV622JHF459VASYYEHEFU","A1PUHCEBSOWETV","Submitted","Wed Dec 25 12:18:09 PST 2019","Wed Dec 25 12:18:29 PST 2019","Sat Dec 28 12:18:29 PST 2019","","","","20","100% (1/1)","100% (1/1)","100% (1/1)","There was a dear lady of Eden,","Who on apples was quite fond of feeding;","She gave one to Adam,","Who said, ""Thank you, Madam,""","And then both skedaddled from Eden.","HUMAN","1 - It is written by a human"
"34O39PNDK6Q3B5EC56YBN75AHL5RBT","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3TAYZSBPLMQNBRCNS4A7082OQ1LS2P","A1IHI23KH87K5W","Submitted","Wed Dec 25 12:18:25 PST 2019","Wed Dec 25 12:26:56 PST 2019","Sat Dec 28 12:26:56 PST 2019","","","","511","100% (4/4)","100% (4/4)","100% (4/4)","There was a dear lady of Eden,","Who on apples was quite fond of feeding;","She gave one to Adam,","Who said, ""Thank you, Madam,""","And then both skedaddled from Eden.","HUMAN","3 - Not sure"
"34O39PNDK6Q3B5EC56YBN75AHL5RBT","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3TDXMTX3CCCMZESSAUSWMJDDX8L6IS","AKSJ3C5O3V9RB","Submitted","Wed Dec 25 12:17:31 PST 2019","Wed Dec 25 12:45:25 PST 2019","Sat Dec 28 12:45:25 PST 2019","","","","1674","100% (5/5)","100% (5/5)","100% (5/5)","There was a dear lady of Eden,","Who on apples was quite fond of feeding;","She gave one to Adam,","Who said, ""Thank you, Madam,""","And then both skedaddled from Eden.","HUMAN","4"
"34O39PNDK6Q3B5EC56YBN75AHL5RBT","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3TESA3PJ32SAK03BIPX538HG4HKMMY","A2Q1D7T7XIPLMU","Submitted","Wed Dec 25 12:18:24 PST 2019","Wed Dec 25 12:30:58 PST 2019","Sat Dec 28 12:30:58 PST 2019","","","","754","0% (0/0)","0% (0/0)","0% (0/0)","There was a dear lady of Eden,","Who on apples was quite fond of feeding;","She gave one to Adam,","Who said, ""Thank you, Madam,""","And then both skedaddled from Eden.","HUMAN","3 - Not sure"
"3E24UO25QZ8U8G51HN0ZIWEDSXB6OF","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","30LB5CDZNDSDGTVN8901DD6CGI0Z0G","AKSJ3C5O3V9RB","Submitted","Wed Dec 25 12:17:28 PST 2019","Wed Dec 25 13:01:40 PST 2019","Sat Dec 28 13:01:40 PST 2019","","","","2652","100% (5/5)","100% (5/5)","100% (5/5)","A nifty young flapper named Jane","While walking was caught in the rain.","She ran--almost flew,","Her complexion did too,","And she reached home exceedingly plain.","HUMAN","2"
"3E24UO25QZ8U8G51HN0ZIWEDSXB6OF","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3137ONMDKHNCG2FCQOBRDVSAZTHEGT","A1PUHCEBSOWETV","Submitted","Wed Dec 25 12:18:10 PST 2019","Wed Dec 25 12:18:28 PST 2019","Sat Dec 28 12:18:28 PST 2019","","","","18","100% (1/1)","100% (1/1)","100% (1/1)","A nifty young flapper named Jane","While walking was caught in the rain.","She ran--almost flew,","Her complexion did too,","And she reached home exceedingly plain.","HUMAN","2"
"3E24UO25QZ8U8G51HN0ZIWEDSXB6OF","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","37QW5D2ZRH4YX6EC8LJ8AZFRC1D8S8","A3O0NNIW4KA2PV","Submitted","Wed Dec 25 12:17:37 PST 2019","Wed Dec 25 12:21:14 PST 2019","Sat Dec 28 12:21:14 PST 2019","","","","217","0% (0/0)","0% (0/0)","0% (0/0)","A nifty young flapper named Jane","While walking was caught in the rain.","She ran--almost flew,","Her complexion did too,","And she reached home exceedingly plain.","HUMAN","1 - It is written by a human"
"3E24UO25QZ8U8G51HN0ZIWEDSXB6OF","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3ERET4BTVNR0NSKE84GKJ9JSFDI9KH","A2C73Y1COWCA51","Submitted","Wed Dec 25 12:18:14 PST 2019","Wed Dec 25 12:34:39 PST 2019","Sat Dec 28 12:34:39 PST 2019","","","","985","0% (0/0)","0% (0/0)","0% (0/0)","A nifty young flapper named Jane","While walking was caught in the rain.","She ran--almost flew,","Her complexion did too,","And she reached home exceedingly plain.","HUMAN","1 - It is written by a human"
"3E24UO25QZ8U8G51HN0ZIWEDSXB6OF","33GCHQ2CVPH6KQC4339ED7Y0SSZROZ","Is the poem written by a human or a machine?","Please read the following limerick and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.15","Wed Dec 25 12:16:47 PST 2019","5","BatchId:3877765;OriginalHitTemplateId:928390850;","3600","259200","Wed Jan 01 12:16:47 PST 2020","","","3HVVDCPGTFAERCI9APMSJHZF7ZUTYW","A2NADU90LW0ZQT","Submitted","Wed Dec 25 12:23:44 PST 2019","Wed Dec 25 12:25:08 PST 2019","Sat Dec 28 12:25:08 PST 2019","","","","84","0% (0/0)","0% (0/0)","0% (0/0)","A nifty young flapper named Jane","While walking was caught in the rain.","She ran--almost flew,","Her complexion did too,","And she reached home exceedingly plain.","HUMAN","4"
