"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.keyword","Input.line1","Input.line2","Input.line3","Input.line4","Input.line5","Input.score","Input.type","Answer.emotion","Answer.emotionKeyword","Answer.grammar","Answer.like","Answer.related","Answer.story","Answer.summarize","Approve","Reject"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","358UUM7WR0LIWD9GJRRX6PE0EL3R76","A1J3ZOJFQWNIN1","Submitted","Wed Dec 18 21:44:43 PST 2019","Wed Dec 18 21:45:53 PST 2019","Sat Dec 21 21:45:53 PST 2019","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","4","Frustration","4","3","8","3","Jealous man stokes"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3DL65MZB8EXZZQZ7O2F8N47V077CEA","A1IHI23KH87K5W","Submitted","Wed Dec 18 22:04:54 PST 2019","Wed Dec 18 22:08:04 PST 2019","Sat Dec 21 22:08:04 PST 2019","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","4","rage","2","2","5","2","heat, desires, fears"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3F1567XTNXNMYVI9L90HFVV1DPMQ9D","A1LOD3LNX7FUPJ","Submitted","Wed Dec 18 21:17:35 PST 2019","Wed Dec 18 21:22:51 PST 2019","Sat Dec 21 21:22:51 PST 2019","","","","316","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","2","Mad","2","2","6","3","Metal Charcoal Lit"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3OWEPKL08AUXHFHOQKAGX59QDOF7NZ","A9HQ3E0F2AGVO","Submitted","Wed Dec 18 21:48:58 PST 2019","Wed Dec 18 21:51:47 PST 2019","Sat Dec 21 21:51:47 PST 2019","","","","169","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","4","anger","3","2","2","2","rich jealous greed"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3PDJHANYK6YM3JH84CABM7CYW1H6HL","A207IHY6GERCFO","Submitted","Wed Dec 18 21:06:24 PST 2019","Wed Dec 18 21:10:32 PST 2019","Sat Dec 21 21:10:32 PST 2019","","","","248","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","5","envy","3","2","6","2","winner, loser, rage"
"3R0WOCG21MRO6U4DNWKMN8GUQCQDU8","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3SKRO2GZ729IYNHJ4R1R4319G7AK1A","A70L26UXLTGLC","Submitted","Wed Dec 18 21:54:47 PST 2019","Wed Dec 18 22:06:51 PST 2019","Sat Dec 21 22:06:51 PST 2019","","","","724","0% (0/0)","0% (0/0)","0% (0/0)","rich","There was a greedy man named kit","Whose father actually made it.","There is life like a dream,","I actually scream,","As i put out two fires in my pit.","-4.324500186","SINGLE_STORY","2","angst","4","2","3","2","envy and angst"
"3KTZHH2ONIXTCR3DXMIKA6LZ2ZQ8M5","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3300DTYQT3Z3TR9QTKG379WC4M8QET","A70L26UXLTGLC","Submitted","Wed Dec 18 22:06:56 PST 2019","Wed Dec 18 22:12:02 PST 2019","Sat Dec 21 22:12:02 PST 2019","","","","306","0% (0/0)","0% (0/0)","0% (0/0)","rich","There once was a nice lady named salvatore","Whose name meant far better than glory.","She lived out one summer,","In a little drummer,","And played on the principal story.","-4.290722732","SINGLE_NO_STORY","2","wanting","2","1","2","2","confused artist"
"3KTZHH2ONIXTCR3DXMIKA6LZ2ZQ8M5","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3B837J3LDPE4FBT87UP81GAW1ZGRST","A1J3ZOJFQWNIN1","Submitted","Wed Dec 18 21:45:57 PST 2019","Wed Dec 18 21:46:58 PST 2019","Sat Dec 21 21:46:58 PST 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","rich","There once was a nice lady named salvatore","Whose name meant far better than glory.","She lived out one summer,","In a little drummer,","And played on the principal story.","-4.290722732","SINGLE_NO_STORY","1","Confusion","4","1","2","1","Woman lives band"
"3KTZHH2ONIXTCR3DXMIKA6LZ2ZQ8M5","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3I3WADAZ9RM0CW3H36VWEAVZCSKO5B","A2HM35CWB7IIFM","Submitted","Wed Dec 18 21:13:13 PST 2019","Wed Dec 18 21:17:08 PST 2019","Sat Dec 21 21:17:08 PST 2019","","","","235","0% (0/0)","0% (0/0)","0% (0/0)","rich","There once was a nice lady named salvatore","Whose name meant far better than glory.","She lived out one summer,","In a little drummer,","And played on the principal story.","-4.290722732","SINGLE_NO_STORY","2","irony","4","1","2","1","nonsense tall tale"
"3KTZHH2ONIXTCR3DXMIKA6LZ2ZQ8M5","33YYKPVHQWKDX1C25C28SHP21ON0UM","How good is this limerick?","Please read the following poem and evaluate its quality in terms of storytelling, grammar and humor.","text, poem, literature, ranking","$0.50","Wed Dec 18 21:06:12 PST 2019","10","BatchId:3873499;OriginalHitTemplateId:928390855;","3600","259200","Wed Dec 25 21:06:12 PST 2019","","","3OVR4I9USQ1L1PCX4E4QYNKLRX8Q4H","A1LOD3LNX7FUPJ","Submitted","Wed Dec 18 21:17:29 PST 2019","Wed Dec 18 21:22:02 PST 2019","Sat Dec 21 21:22:02 PST 2019","","","","273","0% (0/0)","0% (0/0)","0% (0/0)","rich","There once was a nice lady named salvatore","Whose name meant far better than glory.","She lived out one summer,","In a little drummer,","And played on the principal story.","-4.290722732","SINGLE_NO_STORY","3","Warm","3","2","4","2","Sun Sky Bigger"
