"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.line1","Input.line2","Input.line3","Input.line4","Input.line5","Input.type","Answer.No.on","Answer.Yes.on","Answer.three_letter","Answer.turing","Approve","Reject"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","30LSNF239YTXNW4L24WAWPD2UJB2IL","A36F8K7TEDWVRV","Submitted","Wed Feb 26 22:14:38 PST 2020","Wed Feb 26 22:17:06 PST 2020","Sat Feb 29 22:17:06 PST 2020","","","","148","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","true","false","1","5"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","33CKWXB73NIFY5QRBTBQZ7MBLBP11E","A1FUWARMP40UX0","Submitted","Wed Feb 26 22:51:41 PST 2020","Wed Feb 26 22:52:03 PST 2020","Sat Feb 29 22:52:03 PST 2020","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","4"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","340UGXU9D2ZBTEXNKV5ZHXYOLCUVUX","A1PNYLOKED8FWF","Submitted","Wed Feb 26 23:02:38 PST 2020","Wed Feb 26 23:03:13 PST 2020","Sat Feb 29 23:03:13 PST 2020","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","4"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","369J354OFH8796HRZI8A1QHYVBLG6O","A1522U5W2U1DMN","Submitted","Wed Feb 26 22:17:37 PST 2020","Wed Feb 26 22:18:55 PST 2020","Sat Feb 29 22:18:55 PST 2020","","","","78","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","4"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3BWI6RSP7K7STSZ5CXNE71WID6T7E0","ASIAEJ5YNTUG1","Submitted","Wed Feb 26 22:56:48 PST 2020","Wed Feb 26 22:57:40 PST 2020","Sat Feb 29 22:57:40 PST 2020","","","","52","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","5"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3L0KT67Y8IECIV0O01XJ9VKUIW8YSQ","A2CK0OXMPOR9LE","Submitted","Wed Feb 26 22:23:12 PST 2020","Wed Feb 26 22:25:43 PST 2020","Sat Feb 29 22:25:43 PST 2020","","","","151","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","4"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3L6L49WXW4VVEMOTZYW40V6V9B1459","A3IDU0PGLK1H1F","Submitted","Wed Feb 26 22:12:16 PST 2020","Wed Feb 26 22:19:56 PST 2020","Sat Feb 29 22:19:56 PST 2020","","","","460","83% (5/6)","83% (5/6)","83% (5/6)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","2"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3NPI0JQDAS3JOHL2YE6Q69N4GAJTPG","A1D76KWT5QX4RP","Submitted","Wed Feb 26 22:21:18 PST 2020","Wed Feb 26 22:21:40 PST 2020","Sat Feb 29 22:21:40 PST 2020","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","2"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3QHK8ZVMIQGT1ACN60MYPY8Y5TJLBL","A2TZAXWOB3JMNV","Submitted","Wed Feb 26 22:32:39 PST 2020","Wed Feb 26 22:32:54 PST 2020","Sat Feb 29 22:32:54 PST 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","false","1","5"
"302U8RURK2ZWC4FLXSOBEIB95MANV2","3WH5V4A7WRDZGXYCPC1X6OZDPCRKTB","Turing Test for Limericks","Determine if the limerick is human written or machine written.","Language, Poetry, Turing Test, Literature, ranking, text","$0.10","Wed Feb 26 21:54:05 PST 2020","10","BatchId:3935600;OriginalHitTemplateId:928390828;","3600","259200","Wed Mar 04 21:54:05 PST 2020","","","3WOKGM4L75E0N8CALC51XYG99UPO0H","A3AYHESLQSDY5T","Submitted","Wed Feb 26 22:10:59 PST 2020","Wed Feb 26 22:12:24 PST 2020","Sat Feb 29 22:12:24 PST 2020","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","GENERATED","false","true","1","5"
